leistung,rechtsnorm,zielgruppen,themenfelder,category,sub_category,zielgruppe1,zielgruppe2,themenfeld1,themenfeld2
"Unfallfürsorge, das Unfallruhegehalt wird einem Beamten gewährt, wenn er infolge eines Dienstunfalls dienstunfähig geworden ist und in den Ruhestand versetzt wurde.",§ 37 Erhöhtes Unfallruhegehalt - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
Unterhaltsbeitrag für die Dauer einer durch den Dienstunfall verursachten Erwerbsbeschränkung.,§ 38 Unterhaltsbeitrag für frühere Beamte und frühere Ruhestandsbeamte - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Unfallfürsorge, finanzielle Unterstützung für Personen, deren Erwerbsfähigkeit durch einen Dienstunfall der Mutter gemindert wurde.",§ 38a Unterhaltsbeitrag bei Schädigung eines ungeborenen Kindes - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Unfallfürsorge, Witwengeld und Waisengeld.",§ 39 Unfall- Hinterbliebenenversorgung - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Unfallfürsorge, Unterhaltsbeitrag für Verwandte der aufsteigenden Linie, deren Unterhalt zur Zeit des Dienstunfalles ganz oder überwiegend durch den Verstorbenen bestritten wurde.",§ 40 Unterhaltsbeitrag für Verwandte der aufsteigenden Linie - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Unfallfürsorge, Unterhaltsbeitrag für die Hinterbliebenen eines verstorbenen Beamten oder Ruhestandsbeamten.",§ 41 Unterhaltsbeitrag für Hinterbliebene - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Unfallfürsorge, einmalige finanzielle Entschädigung für Bundesbeamte und andere Angehörige des öffentlichen Dienstes, die einen Dienstunfall oder einen Einsatzunfall erleiden.",§ 43 Einmalige Unfallentschädigung und einmalige Entschädigung - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Unfallfürsorge, Ersatz von Schäden, die einem Beamten oder anderen Angehörigen des öffentlichen Dienstes während besonderer Verhältnisse entstehen.",§ 43a Schadensausgleich in besonderen Fällen - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Übergangsgeld für Beamte, Finanzielle Unterstützung nach der Entlassung, die sich nach der Dauer der Beschäftigungszeit richtet.",§ 47 Übergangsgeld - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Übergangsgeld für Beamte, das Übergangsgeld für Beamte, die nicht auf eigenen Antrag entlassen werden, beträgt 71,75 Prozent der ruhegehaltfähigen Dienstbezüge aus der Endstufe der Besoldungsgruppe, in der der Beamte sich zur Zeit seiner Entlassung befand.",§ 47a Übergangsgeld für entlassene politische Beamte - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Ausgleichszahlung in Höhe des Fünffachen der Dienstbezüge des letzten Monats, jedoch nicht über 4.091 Euro, für Beamte, die vor Vollendung des 67. Lebensjahres wegen Erreichens der besonderen Altersgrenze in den Ruhestand treten.",§ 48 Ausgleich bei besonderen Altersgrenzen - BeamtVG,['Senior/-innen'],['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Senior/-innen,,Alter,Rente / Versorgung
"Familienzuschlag und Ausgleichsbetrag, finanzielle Unterstützung für Beamte, Ruhestandsbeamte und deren Familien in Form von Familienzuschlägen und Ausgleichsbeträgen.",§ 50 Familienzuschlag und Ausgleichsbetrag - BeamtVG,"['Jedes Alter', 'Senior/-innen']","['Alter & Rente / Versorgung', 'Familie & Kinder']",BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
Erhöhung des Ruhegehalts für jeden Monat einer dem Beamten zuzuordnenden Kindererziehungszeit um einen Kindererziehungszuschlag,§ 50a Kindererziehungszuschlag - BeamtVG,"['Kinder', 'Jedes Alter']","['Familie & Kinder', 'Alter & Rente / Versorgung']",BeamtVG,Versorgung von Beamten und Richtern des Bundes,Kinder,Jedes Alter,Familie,Kinder
Erhöhung des Ruhegehalts um einen Kindererziehungsergänzungszuschlag für Zeiten der Erziehung eines Kindes bis zur Vollendung des zehnten Lebensjahres oder Zeiten der nichterwerbsmäßigen Pflege eines pflegebedürftigen Kindes bis zur Vollendung des 18. Lebensjahres.,§ 50b Kindererziehungsergänzungszuschlag - BeamtVG,"['Kinder', 'Jedes Alter']","['Familie & Kinder', 'Gesundheit, Pflege & Teilhabe']",BeamtVG,Versorgung von Beamten und Richtern des Bundes,Kinder,Jedes Alter,Familie,Kinder
"Erhöhtes Witwengeld durch einen Kinderzuschlag für jeden Monat einer Kindererziehungszeit bis zum Ablauf des Monats, in dem das Kind das dritte Lebensjahr vollendet hat.",§ 50c Kinderzuschlag zum Witwengeld - BeamtVG,"['Jedes Alter', 'Kinder']",['Familie & Kinder'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Kinder,Familie,Kinder
"Kindererziehungsergänzungszuschlag, finanzielle Unterstützung, die an den aktuellen Rentenwert gekoppelt ist und unter bestimmten Voraussetzungen für die Kindererziehung gewährt wird.","§ 50d Abs. 1 Satz 1 zusammentreffen, - BeamtVG","['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Pflegezuschlag und Kinderpflegeergänzungszuschlag für Beamte, die einen Pflegebedürftigen oder ein pflegebedürftiges Kind nicht erwerbsmäßig gepflegt haben.",§ 50d Pflege- und Kinderpflegeergänzungszuschlag - BeamtVG,"['Jedes Alter', 'Senior/-innen']","['Gesundheit, Pflege & Teilhabe']",BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,"Gesundheit, Pflege",Teilhabe
"Vorübergehende Leistungen für Versorgungsempfänger, die vor Erreichen der Regelaltersgrenze in den Ruhestand treten.",§ 50e Vorübergehende Gewährung von Zuschlägen - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Heilverfahren, Ersatz von Sachschäden, Unterhaltsbeitrag, Heilverfahren im Falle eines Dienstunfalls, Ersatz von Sachschäden und einen nach billigem Ermessen festzusetzenden Unterhaltsbeitrag.",§ 68 Ehrenbeamte - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
Unterhaltsbeiträge für geschiedene Ehegatten.,§ 86 Hinterbliebenenversorgung - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Versorgung von Beamten , Entschädigung aus einer Unfallversicherung.",§ 87 Unfallfürsorge - BeamtVG,"['Jedes Alter', 'Erwerbsalter']",['Sozialhilfe & besondere Lebenslagen'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Erwerbsalter,Sozialhilfe,besondere Lebenslagen
"Elterngeld, das Elterngeld beträgt 67 Prozent des Einkommens aus Erwerbstätigkeit vor der Geburt des Kindes und wird bis zu einem Höchstbetrag von 1.800 Euro monatlich gezahlt.",§ 2 Höhe des Elterngeldes - BEEG,"['Jedes Alter', 'Erwerbsalter']",['Familie & Kinder'],BEEG,Familienleistungen,Jedes Alter,Erwerbsalter,Familie,Kinder
"Geschwisterbonus, Erhöhung des Elterngeldes um 10 Prozent oder mindestens 75 Euro für berechtigte Personen, die in einem Haushalt mit zwei Kindern unter drei Jahren oder drei oder mehr Kindern unter sechs Jahren leben.",§ 2a Geschwisterbonus und Mehrlingszuschlag - BEEG,"['Jedes Alter', 'Erwerbsalter']",['Familie & Kinder'],BEEG,Familienleistungen,Jedes Alter,Erwerbsalter,Familie,Kinder
Finanzielle Unterstützung für Eltern nach der Geburt eines Kindes.,§ 3 Anrechnung von anderen Einnahmen - BEEG,"['Jedes Alter', 'Erwerbsalter']",['Familie & Kinder'],BEEG,Familienleistungen,Jedes Alter,Erwerbsalter,Familie,Kinder
"Elterngeld und Elterngeld Plus, finanzielle Unterstützung für Eltern nach der Geburt eines Kindes. Das Elterngeld Plus beträgt monatlich höchstens die Hälfte des Basiselterngeldes.",§ 4a Berechnung von Basiselterngeld und Elterngeld Plus - BEEG,"['Jedes Alter', 'Erwerbsalter']",['Familie & Kinder'],BEEG,Familienleistungen,Jedes Alter,Erwerbsalter,Familie,Kinder
"Partnerschaftsbonus, zusätzlicher Monatsbetrag für Eltern, die bestimmte Erwerbstätigkeitsvoraussetzungen erfüllen.",§ 4b Partnerschaftsbonus - BEEG,"['Jedes Alter', 'Erwerbsalter']",['Familie & Kinder'],BEEG,Familienleistungen,Jedes Alter,Erwerbsalter,Familie,Kinder
"Kindergeld, finanzielle Unterstützung für Familien mit Kindern unter 25 Jahren, die bestimmte Einkommensgrenzen nicht überschreiten.",§ 6a Kinderzuschlag - BKGG,"['Kinder', 'Jugendliche']",['Familie & Kinder'],BKGG,Familienleistungen,Kinder,Jugendliche,Familie,Kinder
"Erweiterte Leistungen Kindergeld, finanzielle Unterstützung für Bildung und Teilhabe eines Kindes, das in einem Haushalt mit der berechtigten Person lebt.",§ 6b Leistungen für Bildung und Teilhabe - BKGG,"['Kinder', 'Jugendliche']","['Familie & Kinder', 'Bildung & Qualifizierung']",BKGG,Bildung und Teilhabe,Kinder,Jugendliche,Familie,Kinder
"Zusätzliche Altersvorsorge, Reglung der zusätzlichen Altersvorsorgeförderung durch Sonderausgabenabzug und Zulagen, insbesondere für Beiträge zur Riester-Rente.",§ 10a Zusätzliche Altersvorsorge - EStG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],EStG,Altersvorsorge,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Altersentlastungsbetrag, Minderung der Steuerlast für ältere Steuerpflichtige, indem ein Teil ihrer nicht rentenbezogenen Einkünfte steuerfrei gestellt wird.",§ 24a Altersentlastungsbetrag - EStG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],EStG,Freibeträge,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Entlastungsbetrag für Alleinerziehende, alleinerziehenden Steuerpflichtigen mit mindestens einem Kind wird ein Freibetrag gewährt.",§ 24b Entlastungsbetrag für Alleinerziehende - EStG,"['Jedes Alter', 'Erwerbsalter']","['Familie & Kinder', 'Alter & Rente / Versorgung']",EStG,Freibeträge,Jedes Alter,Erwerbsalter,Familie,Kinder
"Kinderfreibetrag und Familienleistungsausgleich, steuerlicher Betrag, der den Eltern gewährt wird, um das Existenzminimum ihrer Kinder steuerfrei zu stellen.","§ 32 Kinder, Freibeträge für Kinder - EStG, § 31 Familienleistungsausgleich - EStG","['Jedes Alter', 'Kinder']",['Familie & Kinder'],EStG,Freibeträge,Jedes Alter,Kinder,Familie,Kinder
Steuerliche Unterstützung im Fall von besonderen Belastungen wie z. B. der Pflege Angehöriger.,§ 33a Außergewöhnliche Belastung in besonderen Fällen - EStG,"['Jedes Alter', 'Senior/-innen']","['Gesundheit, Pflege & Teilhabe']",EStG,Außergewöhnliche Belastung,Jedes Alter,Senior/-innen,"Gesundheit, Pflege",Teilhabe
"Pauschbeträge für Menschen mit Behinderungen, Hinterbliebene und Pflegepersonen: Menschen mit Behinderungen können Pauschbeträge je nach Grad der Behinderung geltend machen (zwischen 360 Euro und 1.420 Euro); Hinterbliebene (z. B. Witwen/Witwer) erhalten einen Pauschbetrag von 1.200 Euro jährlich, wenn sie Unterhalt gezahlt haben; Pflegepersonen von mindestens Pflegegrad 4 erhalten einen Pauschbetrag von 924 Euro jährlich, wenn sie Pflege im eigenen Haushalt leisten.","§ 33b Pauschbeträge für Menschen mit Behinderungen, Hinterbliebene und Pflegepersonen - EStG","['Jedes Alter', 'Senior/-innen']","['Gesundheit, Pflege & Teilhabe']",EStG,Pauschbetrag,Jedes Alter,Senior/-innen,"Gesundheit, Pflege",Teilhabe
"Kindergeld, monatlich für jedes Kind 255 Euro.","§ 66 Höhe des Kindergeldes, Zahlungszeitraum - EStG, § 62 Anspruchsberechtigte - EStG, § 63 Kinder - EStG, § 1 Anspruchsberechtigte - BKGG","['Jedes Alter', 'Kinder']",['Familie & Kinder'],EStG,Kindergeld,Jedes Alter,Kinder,Familie,Kinder
"Kindergeld-Sonderfall ermöglicht die Auszahlung des Kindergeldes direkt an das Kind oder an eine andere unterstützende Person, wenn der Kindergeldberechtigte seiner Unterhaltspflicht nicht nachkommt.",§ 74 Zahlung des Kindergeldes in Sonderfällen - EStG,"['Jedes Alter', 'Kinder']",['Familie & Kinder'],EStG,Kindergeld,Jedes Alter,Kinder,Familie,Kinder
"Altersvorsorgezulageberechtigung, Anspruch auf Altersvorsorgezulage für begünstigte Personen, und auch der Ehegatte kann zulageberechtigt sein, wenn bestimmte Voraussetzungen wie das Vorhandensein eines Altersvorsorgevertrags und Mindestbeiträge erfüllt sind.",§ 79 Zulageberechtigte - EStG,"['Jedes Alter', 'Erwerbsalter']",['Alter & Rente / Versorgung'],EStG,Altersvorsorgezulage,Jedes Alter,Erwerbsalter,Alter,Rente / Versorgung
"Grundzulage, Zulageberechtigte erhlaten eine Grundzulage von 175 Euro jährlich erhält, beginnend ab dem Beitragsjahr 2018. Zulageberechtigte, die zu Beginn des Beitragsjahres noch nicht 25 Jahre alt sind, erhalten zusätzlich eine einmalige Erhöhung der Grundzulage um 200 Euro, jedoch nur für das erste Jahr, in dem eine Zulage beantragt wird.",§ 84 Grundzulage - EStG,"['Jedes Alter', 'Erwerbsalter']",['Alter & Rente / Versorgung'],EStG,Altersvorsorgezulage,Jedes Alter,Erwerbsalter,Alter,Rente / Versorgung
"Kinderzulage, jährlich 185 Euro für jedes Kind, für das Kindergeld festgesetzt wird, und erhöht sich auf 300 Euro für Kinder, die nach dem 31. Dezember 2007 geboren wurden.",§ 85 Kinderzulage - EStG,"['Jedes Alter', 'Kinder']",['Familie & Kinder'],EStG,Altersvorsorgezulage,Jedes Alter,Kinder,Familie,Kinder
"Familienpflegezeit, Freistellung von der Arbeit für bis zu 24 Monate zur Pflege eines nahen Angehörigen.","§ 2 Familienpflegezeit - FPfZG, § 2a Inanspruchnahme der Familienpflegezeit - FPfZG","['Jedes Alter', 'Senior/-innen']","['Familie & Kinder', 'Gesundheit, Pflege & Teilhabe']",FPfZG,Pflege,Jedes Alter,Senior/-innen,Familie,Kinder
"Zinsloses Darlehen während der Freistellung, das in monatlichen Raten ausgezahlt wird. Die Höhe des Darlehens beträgt die Hälfte der Differenz zwischen dem pauschalierten monatlichen Nettoentgelt vor und während der Freistellung.",§ 3 Förderung der pflegebedingten Freistellung von der Arbeitsleistung - FPfZG,"['Jedes Alter', 'Senior/-innen']","['Familie & Kinder', 'Gesundheit, Pflege & Teilhabe']",FPfZG,Finanzielle Unterstützung,Jedes Alter,Senior/-innen,Familie,Kinder
"Stundung der Rückzahlung eines Darlehens unter bestimmten Bedingungen, Teilerlass des Darlehens bei fortbestehender Pflegebedürftigkeit eines nahen Angehörigen.",§ 7 Härtefallregelung - FPfZG,"['Jedes Alter', 'Senior/-innen']","['Familie & Kinder', 'Gesundheit, Pflege & Teilhabe']",FPfZG,Finanzielle Unterstützung,Jedes Alter,Senior/-innen,Familie,Kinder
"Zuschuss während des Beschäftigungsverbots, Beamtinnen erhalten einen Zuschuss von 13 Euro für jeden Kalendertag eines Beschäftigungsverbots in den letzten sechs Wochen vor der Entbindung und eines Beschäftigungsverbots nach der Entbindung – einschließlich des Entbindungstages –, der in eine Elternzeit fällt.",§ 5 Zuschuss bei Beschäftigungsverbot während einer Elternzeit -  FPfZG,"['Jedes Alter', 'Erwerbsalter']",['Familie & Kinder'],FPfZG,Mutterschutz,Jedes Alter,Erwerbsalter,Familie,Kinder
"Elternzeit für Beamtinnen und Beamte, Anspruch auf Elternzeit ohne Dienst- oder Anwärterbezüge.",§ 6 Anwendung des Bundeselterngeld- und Elternzeitgesetzes -  FPfZG,"['Jedes Alter', 'Erwerbsalter']",['Familie & Kinder'],FPfZG,Familienleistungen,Jedes Alter,Erwerbsalter,Familie,Kinder
Erstattung der Beiträge für Kranken- und Pflegeversicherung während der Elternzeit.,§ 9 Erstattung von Krankenversicherungsbeiträgen - MuSchEltZV,['Jedes Alter'],"['Familie & Kinder', 'Gesundheit, Pflege & Teilhabe']",MuSchG,Sozialversicherung,Jedes Alter,,Familie,Kinder
"Mutterschaftsgeld, finanzielle Unterstützung für Frauen vor und nach der Entbindung sowie am Entbindungstag.",§ 19 Mutterschaftsgeld - MuSchG,"['Jedes Alter', 'Erwerbsalter']",['Familie & Kinder'],MuSchG,Mutterschaftsleistungen,Jedes Alter,Erwerbsalter,Familie,Kinder
"Mutterschaftsgeld-Zuschuss, während der Schutzfristen vor und nach der Entbindung sowie für den Entbindungstag.",§ 20 Zuschuss zum Mutterschaftsgeld - MuSchG,"['Jedes Alter', 'Erwerbsalter']",['Familie & Kinder'],MuSchG,Mutterschaftsleistungen,Jedes Alter,Erwerbsalter,Familie,Kinder
"Finanzielle Unterhaltsleistung, wird an berechtigte Personen ausgezahlt und kann durch verschiedene Faktoren, wie das Vorhandensein von Kindergeld oder Einkünften des Berechtigten, gemindert werden.","§ 2 Umfang der Unterhaltsleistung - UhVorschG, § 9 Verfahren und Zahlungsweise - UhVorschG","['Jedes Alter', 'Kinder']",['Familie & Kinder'],UhVorschG,Unterhaltsleistungen,Jedes Alter,Kinder,Familie,Kinder
"Nichtverfolgung des übergegangenen Unterhaltsanspruchs, wenn der nicht im Haushalt lebende Elternteil Leistungen nach dem Zweiten Buch Sozialgesetzbuch bezieht und kein eigenes Einkommen hat.",§ 7a Übergegangene Ansprüche des Berechtigten bei Leistungsunfähigkeit - UhVorschG,['Jedes Alter'],['Familie & Kinder'],UhVorschG,Familien- und Kinderleistungen,Jedes Alter,,Familie,Kinder
"Wohngeld, Zuschuss zur Miete oder zur Belastung für den selbst genutzten Wohnraum.","§ 1 Zweck des Wohngeldes - WoGG, § 26 Zahlung des Wohngeldes - WoGG",['Jedes Alter'],['Wohnen & Infrastruktur'],WoGG,Wohnungsbeihilfe,Jedes Alter,,Wohnen,Infrastruktur
"Freibeträge für bestimmte Haushaltsmitglieder, Minderung des anrechenbaren Einkommens um mehr oder überhaupt Wohngeld zu erhalten.",§ 17 Freibeträge - WoGG,['Jedes Alter'],['Wohnen & Infrastruktur'],WoGG,Wohnungsbeihilfe,Jedes Alter,,Wohnen,Infrastruktur
"Freibetrag, durch Abzug der gesetzlich geregelten Unterhaltsaufwendungen wird das anrechenbare Einkommen gesenkt.",§ 18 Abzugsbeträge für Unterhaltsleistungen - WoGG,['Jedes Alter'],['Wohnen & Infrastruktur'],WoGG,Wohnungsbeihilfe,Jedes Alter,,Wohnen,Infrastruktur
"Vorläufige Zahlung des Wohngeldes, wenn zur Feststellung des Wohngeldanspruchs voraussichtlich längere Zeit erforderlich ist und mit hinreichender Wahrscheinlichkeit ein Anspruch auf Wohngeld besteht.",§ 26a Vorläufige Zahlung des Wohngeldes - WoGG,['Jedes Alter'],['Wohnen & Infrastruktur'],WoGG,Wohnungsbeihilfe,Jedes Alter,,Wohnen,Infrastruktur
Finanzielle Unterstützung zur Deckung der Wohnkosten im Todesfall.,§ 30 Rücküberweisung und Erstattung im Todesfall - WoGG,['Jedes Alter'],['Wohnen & Infrastruktur'],WoGG,Wohnungsbeihilfe,Jedes Alter,,Wohnen,Infrastruktur
